SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,SEX_CODE_CD,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,RACE_CODE_CD,SSL_SCORE_Rank
468,less than 20,0,M,1,3,1,2,4.5,1,0,399
468,less than 20,1,M,2,3,1,3,-1.1,1,0,399
468,less than 20,1,M,0,2,1,2,-0.3,1,0,399
468,less than 20,0,M,0,0,0,0,-0.1,0,0,399
467,less than 20,1,M,1,2,1,5,0.7,2,0,410
467,less than 20,0,M,0,0,0,0,-0.7,0,0,410
467,less than 20,1,M,2,1,0,0,-0.4,0,0,410
467,less than 20,1,M,1,1,1,0,0.4,0,0,410
467,less than 20,1,M,1,1,1,2,0.3,0,0,410
467,less than 20,1,M,1,4,1,4,-0.2,2,0,410
467,less than 20,0,M,1,1,0,0,0.6,1,0,410
467,less than 20,0,M,0,4,1,0,0.9,2,0,410
467,less than 20,1,M,1,2,1,3,0.3,0,0,410
467,less than 20,2,M,2,1,1,1,0.0,0,0,410
467,less than 20,1,M,1,2,1,9,1.3,0,0,410
466,less than 20,0,M,0,3,1,5,-0.6,1,0,429
466,less than 20,1,M,1,3,1,1,-4.2,1,0,429
466,less than 20,0,M,1,1,1,5,1.7,1,0,429
466,less than 20,2,M,2,3,1,1,-0.8,0,0,429
466,less than 20,2,M,1,3,1,0,-0.1,1,0,429
466,less than 20,1,M,3,2,1,0,-2.0,0,0,429
466,less than 20,2,M,1,2,1,2,0.1,1,0,429
466,less than 20,1,M,1,1,1,2,2.1,0,0,429
466,less than 20,0,M,0,5,1,0,0.4,2,0,429
466,less than 20,0,M,0,5,1,0,-1.5,1,0,429
466,less than 20,1,M,3,1,1,0,-0.4,1,0,429
466,less than 20,1,M,1,7,1,0,-2.9,0,0,429
466,less than 20,2,M,2,1,1,4,0.2,0,0,429
466,less than 20,0,M,0,0,1,18,5.4,0,0,429
466,less than 20,2,M,2,1,1,0,0.9,0,0,429
465,less than 20,0,M,0,3,1,10,-0.2,0,0,446
465,less than 20,0,M,0,0,0,0,-0.9,0,0,446
465,less than 20,1,M,2,3,1,1,0.0,1,0,446
465,less than 20,1,M,1,1,1,7,1.0,0,0,446
465,less than 20,2,M,2,2,1,1,-0.5,0,0,446
465,less than 20,0,M,0,4,1,1,1.7,1,0,446
